phrase,sentiment
"""She wears glasses.""",neutral
"""The website is user-friendly.""",neutral
"""He is an accountant.""",neutral
"""The building has an elevator.""",neutral
"""The concert starts at 7.""",neutral
"""The street is busy with traffic.""",neutral
"""The cat is sleeping.""",neutral
"""The apartment is for rent.""",neutral
"""The beach is sandy.""",neutral
"""The movie is in English.""",neutral
"""The coffee shop has free Wi-Fi.""",neutral
"""It's a cozy fireplace.""",neutral
"""The school is closed for holidays.""",neutral
"""The shop is well-stocked.""",neutral
"""The company is hiring.""",neutral
"""She is a graphic designer.""",neutral
"""The supermarket has fresh produce.""",neutral
"""He is a doctor.""",neutral
"""The cake is delicious.""",neutral
"""The bus stop is nearby.""",neutral
"""The app is easy to use.""",neutral
"""They are having a meeting.""",neutral
"""The TV is on.""",neutral
"""The flight is nonstop.""",neutral
"""The park is scenic.""",neutral
"""The menu is extensive.""",neutral
"""The store has a sale.""",neutral
"""He is a lawyer.""",neutral
"""The store is open late.""",neutral
"""The dog is barking.""",neutral
"""The office has a receptionist.""",neutral
"""She is a teacher.""",neutral
"""The shoes are on sale.""",neutral
"""It's a sunny day.""",neutral
"""The laptop is on the desk.""",neutral
"""The book is informative.""",neutral
"""They are on vacation.""",neutral
"""The website loads quickly.""",neutral
"""The class is in session.""",neutral
"""The car is parked.""",neutral
"""The museum is closed on Mondays.""",neutral
"""The garden has beautiful flowers.""",neutral
"""He is an engineer.""",neutral
"""The concert is sold out.""",neutral
"""The pool is heated.""",neutral
"""The cat is purring.""",neutral
"""The theater has comfortable seats.""",neutral
"""The coffee is freshly brewed.""",neutral
"""The restaurant serves seafood.""",neutral
"""The museum has historical artifacts.""",neutral
"""The beach is crowded.""",neutral
"""It's a modern design.""",neutral
"""The dog is obedient.""",neutral
"""The conference room is spacious.""",neutral
"""The park has a lake.""",neutral
"""The gym offers yoga classes.""",neutral
"""The store is under renovation.""",neutral
"""The movie is a comedy.""",neutral
"""The company has a diverse team.""",neutral
"""The apartment has a balcony.""",neutral
"""The library has a study area.""",neutral
"""The train station is busy.""",neutral
"""The website has a contact form.""",neutral
"""The office is air-conditioned.""",neutral
"""The bakery sells fresh bread.""",neutral
"""She is a journalist.""",neutral
"""The store is out of stock.""",neutral
"""The school has a playground.""",neutral
"""The painting is abstract.""",neutral
"""The coffee shop is cozy.""",neutral
"""The shop has handmade crafts.""",neutral
"""The park has hiking trails.""",neutral
"""It's a rainy day.""",neutral
"""The laptop is brand new.""",neutral
"""The book is a bestseller.""",neutral
"""They are taking a walk.""",neutral
"""The website has a blog.""",neutral
"""The app is compatible with iOS.""",neutral
"""The movie is a drama.""",neutral
"""The cafe has outdoor seating.""",neutral
"""The gym has personal trainers.""",neutral
"""The store is closed on Sundays.""",neutral
"""The dog is playful.""",neutral
"""The conference is fully booked.""",neutral
"""The pool is clean.""",neutral
"""The car is red.""",neutral
"""The museum has guided tours.""",neutral
"""The garden has a fountain.""",neutral
"""It's a foggy morning.""",neutral
"""The menu is in French.""",neutral
"""The office has cubicles.""",neutral
"""The cat is hiding.""",neutral
"""The theater has a concession stand.""",neutral
"""The coffee is decaffeinated.""",neutral
"""The restaurant offers takeout.""",neutral
"""She is a musician.""",neutral
"""The supermarket is open 24/7.""",neutral
"""The beach is peaceful.""",neutral
"""The website has a search bar.""",neutral
"""The class is online.""",neutral
"""The park has picnic tables.""",neutral
"""The gym is air-conditioned.""",neutral
"""The store has a loyalty program.""",neutral
"""The company is expanding.""",neutral
"""The apartment has a view.""",neutral
"""The library is quiet.""",neutral
"""The train is crowded.""",neutral
"""The book is a mystery.""",neutral
"""The shop has vintage clothing.""",neutral
"""The office is well organized.""",neutral
"""The museum has interactive exhibits.""",neutral
"""The garden has a rose garden.""",neutral
"""The concert is outdoors.""",neutral
"""The cat is grooming itself.""",neutral
"""The bakery makes fresh pastries.""",neutral
"""The cafe is famous for its pastries.""",neutral
"""The store has holiday decorations.""",neutral
"""The dog is a golden retriever.""",neutral
"""The restaurant has outdoor seating.""",neutral
"""The gym has free weights.""",neutral
"""The movie is a thriller.""",neutral
"""The beach is a tourist destination.""",neutral
"""The website has a mobile app.""",neutral
"""The app has a user manual.""",neutral
"""The coffee shop has live music.""",neutral
"""The theater has a stage.""",neutral
"""The library has a reading nook.""",neutral
"""The class is interactive.""",neutral
"""The park has a jogging trail.""",neutral
"""The train is on schedule.""",neutral
"""The museum has a gift shop.""",neutral
"""The store has a sale event.""",neutral
"""The company values diversity.""",neutral
"""The apartment has hardwood floors.""",neutral
"""The office has a coffee machine.""",neutral
"""The shop has a return policy.""",neutral
"""The dog is a mixed breed.""",neutral
"""The restaurant has vegetarian options.""",neutral
"""The gym offers group classes.""",neutral
"""The movie is an action film.""",neutral
"""The beach has seashells.""",neutral
"""The garden has a gazebo.""",neutral
"""The website has a contact page.""",neutral
"""The app has a settings menu.""",neutral
"""The laptop is portable.""",neutral
"""The book is a classic.""",neutral
"""The cafe has a cozy atmosphere.""",neutral
"""The supermarket has a bakery section.""",neutral
"""The car is fuel-efficient.""",neutral
"""The coffee is freshly ground.""",neutral
"""The conference is educational.""",neutral
"""The museum has a children's area.""",neutral
"""The park is a nature reserve.""",neutral
"""The theater has a velvet curtain.""",neutral
"""The library has a book club.""",neutral
"""The class is hands-on.""",neutral
"""The train has Wi-Fi.""",neutral
"""The restaurant has a bar.""",neutral
"""The office is well-lit.""",neutral
"""The bakery specializes in pastries.""",neutral
"""The gym has a sauna.""",neutral
"""The store has a returns policy.""",neutral
"""The company promotes teamwork.""",neutral
"""The apartment has a fitness center.""",neutral
"""The dog is a rescue.""",neutral
"""The shop has unique products.""",neutral
"""The coffee is fair trade.""",neutral
"""The museum has rotating exhibits.""",neutral
"""The beach is a great place to swim.""",neutral
"""The garden has a pond.""",neutral
"""The movie is a romantic comedy.""",neutral
"""The car is a convertible.""",neutral
"""The book is an autobiography.""",neutral
"""The cafe has live entertainment.""",neutral
"""The supermarket offers online shopping.""",neutral
"""The library has a computer lab.""",neutral
"""The park is a dog-friendly park.""",neutral
"""The store has a clearance section.""",neutral
"""The theater has a red carpet.""",neutral
"""The class is informative.""",neutral
"""The train is electric.""",neutral
"""The restaurant has a kids' menu.""",neutral
"""The office has a boardroom.""",neutral
"""The shop is well-maintained.""",neutral
"""The website has a chat support.""",neutral
"""The app is regularly updated.""",neutral
"""The laptop is high-performance.""",neutral
"""The conference has guest speakers.""",neutral
"""The museum is wheelchair-accessible.""",neutral
"""The garden has a butterfly garden.""",neutral
"""The movie is a sci-fi film.""",neutral
"""The beach has white sand.""",neutral
"""The coffee shop has outdoor seating.""",neutral
"""The gym is open 24 hours.""",neutral
"""The store has a gift registry.""",neutral
"""The company is environmentally conscious.""",neutral
"""The apartment is pet-friendly.""",neutral
"""The library has a quiet zone.""",neutral
"""The train has comfortable seating.""",neutral
"""The book is a self-help book.""",neutral
"""The dog is well-behaved.""",neutral
"""The restaurant serves international cuisine.""",neutral
"""The theater has matinee shows.""",neutral
"""The office has a break room.""",neutral
"""The bakery has a wide selection.""",neutral
"""The cafe is known for its desserts.""",neutral
"""The supermarket has a deli.""",neutral
"""The car is a hybrid.""",neutral
"""The website has a FAQ section.""",neutral
"""The app has a free trial.""",neutral
"""The beach is a popular spot.""",neutral
"""The garden has a labyrinth.""",neutral
"""The class is a workshop.""",neutral
"""The store is well-organized.""",neutral
"""The conference has workshops.""",neutral
"""The park has a wildlife area.""",neutral
"""The gym has modern equipment.""",neutral
"""The movie is a documentary.""",neutral
"""The dog is a poodle.""",neutral
"""The restaurant has a wine list.""",neutral
"""The office has a conference table.""",neutral
"""The shop is family-owned.""",neutral
"""The library has a book sale.""",neutral
"""The train has a dining car.""",neutral
"""The book is a mystery novel.""",neutral
"""The cafe has friendly staff.""",neutral
"""The supermarket has a pharmacy.""",neutral
"""The car is reliable.""",neutral
"""The website has a customer portal.""",neutral
"""The app has a support team.""",neutral
"""The laptop is compact.""",neutral
"""The conference is virtual.""",neutral
"""The museum has a membership program.""",neutral
"""The movie is an animated film.""",neutral
"""The beach has clear water.""",neutral
"""The coffee shop has board games.""",neutral
"""The gym has a swimming pool.""",neutral
"""The store is locally owned.""",neutral
"""The company values customer feedback.""",neutral
"""The library has a storytime event.""",neutral
